Отключение звука	Сигнал-20 сер. 02	0
Запуск внутреннего теста	Сигнал-20 сер. 02	0
Взлом корпуса	Сигнал-20 сер. 02	0
Восстановление корпуса	Сигнал-20 сер. 02	0
Неисправность источника питания	Сигнал-20 сер. 02	0
Восстановление источника питания	Сигнал-20 сер. 02	0
Перезапуск устройства	Сигнал-20 сер. 02	0
Потерян контакт с устройством	Сигнал-20 сер. 02	0
Восстановление контакта с устройством	Сигнал-20 сер. 02	0
Подмена устройства	Сигнал-20 сер. 02	0
Подмена устройства	Сигнал-20М	0
Восстановление контакта с устройством	Сигнал-20М	0
Потерян контакт с устройством	Сигнал-20М	0
Перезапуск устройства	Сигнал-20М	0
Восстановление источника питания	Сигнал-20М	0
Неисправность источника питания	Сигнал-20М	0
Восстановление корпуса	Сигнал-20М	0
Взлом корпуса	Сигнал-20М	0
Изменение состояния	Сигнал-20М	0
Отключение звука	Сигнал-20М	0
Изменение состояния	Сигнал-20П	0
Взлом корпуса	Сигнал-20П	0
Восстановление корпуса	Сигнал-20П	0
Неисправность источника питания	Сигнал-20П	0
Восстановление источника питания	Сигнал-20П	0
Перезапуск устройства	Сигнал-20П	0
Потерян контакт с устройством	Сигнал-20П	0
Восстановление контакта с устройством	Сигнал-20П	0
Подмена устройства	Сигнал-20П	0
Взлом корпуса	Сигнал-20П	204
Восстановление корпуса	Сигнал-20П	204
Неисправность источника питания	Сигнал-20П	204
Восстановление источника питания	Сигнал-20П	204
Перезапуск устройства	Сигнал-20П	204
Потерян контакт с устройством	Сигнал-20П	204
Восстановление контакта с устройством	Сигнал-20П	204
Подмена устройства	Сигнал-20П	204
Изменение состояния	Сигнал-20П	204
Потерян контакт с устройством	СМС-сервис (smsc.ru)	0
Восстановление контакта с устройством	СМС-сервис (smsc.ru)	0
Изменение состояния	Удаленный объект (Абонент)	0
Восстановление сети 220	Удаленный объект (Абонент)	0
Авария сети	Удаленный объект (Абонент)	0
Потерян контакт с устройством	Удаленный объект (Абонент)	0
Восстановление контакта с устройством	Удаленный объект (Абонент)	0
Восстановление ДПЛС	Удаленный объект (Абонент)	0
Короткое замыкание ДПЛС	Удаленный объект (Абонент)	0
Обрыв ДПЛС	Удаленный объект (Абонент)	0
Взлом корпуса	Удаленный объект (Абонент)	0
Восстановление корпуса	Удаленный объект (Абонент)	0
Локальное программирование	Удаленный объект (Абонент)	0
Восстановление источника питания	Удаленный объект (Абонент)	0
Неисправность источника питания	Удаленный объект (Абонент)	0
